participant_id,condition,pointer_type,distance_to_start_position,is_circle_clicked,is_target,task_completion_time_in_ms
3,2,novel,2864.349838968696,True,True,1108.874
3,2,novel,2728.9926712983306,True,True,787.307
3,2,novel,2878.0919026327147,True,True,747.204
4,2,novel,3019.1555110659674,True,True,1018.644
4,2,novel,2981.715110469141,True,True,1009.199
4,2,novel,2765.230008516471,True,True,1189.451
4,2,novel,2858.234594990412,True,True,738.6039999999999
4,2,novel,2726.0155905643687,True,True,1244.886
4,3,novel,2723.357670229895,True,True,1088.453
4,3,novel,2854.082164199201,True,True,728.235
4,3,novel,31.01612483854165,False,False,
4,3,novel,3034.2181859582874,True,True,1069.38
4,3,novel,2983.9250995961675,True,True,795.8100000000002
4,3,novel,2796.4522166488023,True,True,836.8520000000002
4,1,novel,2788.922731091702,True,True,801.2280000000002
4,1,novel,2742.728568415037,True,True,643.9590000000001
4,1,novel,3003.103228328989,True,True,946.206
4,1,novel,2912.311109754588,True,True,682.3710000000001
4,1,novel,2999.6013068406273,True,True,808.2610000000001
4,4,novel,2771.221391372404,True,True,1267.095
4,4,novel,2736.6733455054514,True,True,1094.069
4,4,novel,2832.940698285088,True,True,772.034
4,4,novel,3005.8125357380486,True,True,1035.606
4,4,novel,2975.5948985034906,True,True,924.544
4,6,novel,2798.171188472929,True,True,1266.907
4,6,novel,2714.454825558901,True,True,918.823
4,6,novel,2837.2735151902434,True,True,548.049
4,6,novel,3001.5670907044537,True,True,2963.183
4,6,novel,2968.3862619275133,True,True,1272.3629999999996
4,5,novel,2747.5691074111314,True,True,603.61
4,5,novel,2854.006482122982,True,True,566.721
4,5,novel,2785.0904832697984,True,True,1204.1219999999996
4,5,novel,3014.864010200128,True,True,1261.8069999999998
4,5,novel,2995.065441689046,True,True,739.758
