participant_id,condition,pointer_type,mouse_start_x_position,mouse_start_y_position,mouse_clicked_x_position,mouse_clicked_y_position,distance_to_start_position,circle_count,circle_size,is_circle_clicked,is_target,task_completion_time_in_ms,timestamp
1,2,novel,31,570,561,475,538.4468404587402,75,50,True,True,624.891,2021-05-12 13:22:38.710035
1,2,novel,21,570,832,545,811.3852352612782,75,50,True,True,805.304,2021-05-12 13:22:40.760116
1,2,novel,30,577,821,448,801.4499360534007,75,50,True,True,909.796,2021-05-12 13:22:42.702029
1,2,novel,24,586,629,281,677.5322870535396,75,50,True,True,1256.515,2021-05-12 13:22:45.056019
1,2,novel,16,568,686,736,690.7416304234167,75,50,True,True,1067.809,2021-05-12 13:22:47.318038
1,3,novel,24,574,683,751,682.3562119597067,20,100,True,True,380.813,2021-05-12 13:22:48.653460
1,3,novel,44,577,596,516,555.3602434456395,20,100,True,True,832.84,2021-05-12 13:22:50.325917
1,3,novel,27,583,609,744,603.8584271168203,20,100,True,False,NaN,2021-05-12 13:22:52.095400
1,3,novel,27,583,862,473,842.214343264231,20,100,True,True,1239.744,2021-05-12 13:22:52.837902
1,3,novel,41,566,621,299,638.5052858042758,20,100,True,True,1614.827,2021-05-12 13:22:55.566224
1,3,novel,16,568,871,545,855.3093007795485,20,100,True,True,652.8629999999999,2021-05-12 13:22:57.278098
1,1,novel,28,569,739,749,733.4309783476562,20,100,True,True,673.2660000000001,2021-05-12 13:22:58.877951
1,1,novel,32,577,833,495,805.1863138429516,20,100,True,True,644.8430000000001,2021-05-12 13:23:00.158028
1,1,novel,35,571,664,325,675.3939591083118,20,100,True,True,844.259,2021-05-12 13:23:01.870166
1,1,novel,25,575,584,516,562.1049724028422,20,100,True,True,533.205,2021-05-12 13:23:03.230126
1,1,novel,38,561,859,555,821.0219241896042,20,100,True,True,569.881,2021-05-12 13:23:04.549988
1,4,novel,38,565,840,433,812.7902558471035,75,50,True,True,721.1659999999999,2021-05-12 13:23:06.110044
1,4,novel,31,590,614,261,669.4251265078119,75,50,True,True,1463.277,2021-05-12 13:23:11.165894
1,4,novel,22,573,713,744,711.8440840521189,75,50,True,True,692.476,2021-05-12 13:23:13.213890
1,4,novel,20,573,585,453,577.6028047023317,75,50,True,True,870.568,2021-05-12 13:23:14.829991
1,4,novel,24,568,859,532,835.7756876100191,75,50,True,True,1157.442,2021-05-12 13:23:16.925410
1,6,novel,40,580,687,715,660.9341873439442,75,50,True,True,434.671,2021-05-12 13:23:18.237388
1,6,novel,32,580,370,267,460.66582247872475,75,50,False,False,NaN,2021-05-12 13:23:19.854787
1,6,novel,32,580,856,518,826.3292322071147,75,50,True,True,1198.858,2021-05-12 13:23:20.238019
1,6,novel,11,575,579,456,580.3318016445419,75,50,True,True,741.894,2021-05-12 13:23:21.954104
1,6,novel,35,580,629,263,673.2941407735552,75,50,True,True,1383.958,2021-05-12 13:23:24.190047
1,6,novel,23,564,843,447,828.304895554771,75,50,True,True,872.502,2021-05-12 13:23:25.990059
1,5,novel,23,573,612,472,597.5968540747182,20,100,True,True,516.365,2021-05-12 13:23:27.342001
1,5,novel,28,589,856,488,834.1372788696115,20,100,True,True,993.502,2021-05-12 13:23:29.294043
1,5,novel,30,573,633,327,651.2488003827723,20,100,True,True,705.7710000000001,2021-05-12 13:23:30.750024
1,5,novel,29,570,726,790,730.896025437271,20,100,True,True,1520.017,2021-05-12 13:23:33.197837
1,5,novel,30,586,846,586,816.0,20,100,True,True,743.938,2021-05-12 13:23:34.928568
