participant_id,condition,pointer_type,mouse_start_x_position,mouse_start_y_position,mouse_clicked_x_position,mouse_clicked_y_position,distance_to_start_position,circle_count,circle_size,is_circle_clicked,is_target,task_completion_time_in_ms,timestamp
4,2,novel,10,581,3026,443,3019.1555110659674,75,50,True,True,1018.6440000000001,2021-05-12 15:29:45.583714
4,2,novel,28,551,3003,351,2981.7151104691407,75,50,True,True,1009.199,2021-05-12 15:29:47.663625
4,2,novel,32,581,2768,180,2765.2300085164707,75,50,True,True,1189.451,2021-05-12 15:29:50.031638
4,2,novel,35,560,2892,644,2858.2345949904116,75,50,True,True,738.604,2021-05-12 15:29:51.551657
4,2,novel,33,574,2753,393,2726.0155905643683,75,50,True,True,1244.886,2021-05-12 15:29:53.687431
4,3,novel,47,578,2766,424,2723.357670229895,20,100,True,True,1088.453,2021-05-12 15:29:55.719567
4,3,novel,21,583,2873,692,2854.0821641992015,20,100,True,True,728.235,2021-05-12 15:29:57.390972
4,3,novel,21,583,50,572,31.016124838541646,20,100,False,False,NaN,2021-05-12 15:29:58.214870
4,3,novel,34,582,3066,466,3034.2181859582874,20,100,True,True,1069.38,2021-05-12 15:29:59.999622
4,3,novel,44,577,3024,424,2983.9250995961675,20,100,True,True,795.8100000000001,2021-05-12 15:30:01.663617
4,3,novel,29,574,2801,205,2796.4522166488023,20,100,True,True,836.8520000000001,2021-05-12 15:30:03.918834
4,1,novel,41,561,2808,212,2788.922731091702,20,100,True,True,801.2280000000001,2021-05-12 15:30:05.831681
4,1,novel,29,572,2765,380,2742.7285684150374,20,100,True,True,643.959,2021-05-12 15:30:07.478898
4,1,novel,36,564,3034,389,3003.1032283289896,20,100,True,True,946.206,2021-05-12 15:30:09.551160
4,1,novel,13,570,2923,686,2912.311109754588,20,100,True,True,682.371,2021-05-12 15:30:11.311714
4,1,novel,27,576,3025,478,2999.6013068406273,20,100,True,True,808.261,2021-05-12 15:30:15.143713
4,4,novel,28,562,2776,204,2771.2213913724036,75,50,True,True,1267.095,2021-05-12 15:30:17.375127
4,4,novel,17,585,2747,394,2736.6733455054514,75,50,True,True,1094.069,2021-05-12 15:30:19.472340
4,4,novel,43,565,2875,638,2832.940698285088,75,50,True,True,772.034,2021-05-12 15:30:21.031714
4,4,novel,25,571,3028,441,3005.8125357380486,75,50,True,True,1035.606,2021-05-12 15:30:22.847727
4,4,novel,10,580,2979,382,2975.5948985034906,75,50,True,True,924.544,2021-05-12 15:30:25.135802
4,6,novel,19,574,2790,185,2798.171188472929,75,50,True,True,1266.907,2021-05-12 15:30:27.759741
4,6,novel,36,560,2745,388,2714.4548255589007,75,50,True,True,918.823,2021-05-12 15:30:29.631811
4,6,novel,19,572,2855,657,2837.2735151902434,75,50,True,True,548.049,2021-05-12 15:30:31.047914
4,6,novel,3,579,2997,366,3001.567090704454,75,50,True,True,2963.183,2021-05-12 15:30:34.943776
4,6,novel,39,563,3005,444,2968.3862619275137,75,50,True,True,1272.3629999999998,2021-05-12 15:30:37.791224
4,5,novel,14,572,2758,432,2747.5691074111314,20,100,True,True,603.61,2021-05-12 15:30:39.479735
4,5,novel,7,570,2859,677,2854.006482122982,20,100,True,True,566.721,2021-05-12 15:30:40.930025
4,5,novel,44,570,2804,197,2785.0904832697984,20,100,True,True,1204.1219999999998,2021-05-12 15:30:43.119761
4,5,novel,28,574,3041,468,3014.864010200128,20,100,True,True,1261.8069999999998,2021-05-12 15:30:46.223883
4,5,novel,30,563,3021,407,2995.065441689046,20,100,True,True,739.758,2021-05-12 15:30:48.416413
